"COUNTRY","Country","SECTOR","Sector","PRICE","Price","BIOEMS","Coverage","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"GRC","Greece","RESCOM","Residential & commercial","90","Above EUR 90 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",7.74816131591797,,
"GRC","Greece","RESCOM","Residential & commercial","90","Above EUR 90 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",13.8624038696289,,
"GRC","Greece","RESCOM","Residential & commercial","90","Above EUR 90 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",71.1687850952148,,
"GRC","Greece","ELEC","Electricity","90","Above EUR 90 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",2.03950500488281,,
"GRC","Greece","ELEC","Electricity","90","Above EUR 90 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0.701896667480469,,
"GRC","Greece","ELEC","Electricity","90","Above EUR 90 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0,,
"GRC","Greece","ALL","All sectors","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",19.8914184570312,,
"GRC","Greece","ALL","All sectors","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",22.8278427124023,,
"GRC","Greece","ALL","All sectors","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",29.8661422729492,,
"GRC","Greece","ROAD","Road","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",98.7182074785232,,
"GRC","Greece","ROAD","Road","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",95.0206933021546,,
"GRC","Greece","ROAD","Road","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",99.7498291432858,,
"GRC","Greece","OFFROAD","Off-road","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",26.7971038818359,,
"GRC","Greece","OFFROAD","Off-road","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",27.0495300292969,,
"GRC","Greece","OFFROAD","Off-road","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",4.43095397949219,,
"GRC","Greece","INDUSTRY","Industry","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0.0285720825195313,,
"GRC","Greece","INDUSTRY","Industry","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0.0996627807617188,,
"GRC","Greece","INDUSTRY","Industry","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0.716598510742188,,
"GRC","Greece","AGRIFISH","Agriculture & fisheries","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"GRC","Greece","AGRIFISH","Agriculture & fisheries","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"GRC","Greece","AGRIFISH","Agriculture & fisheries","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",6.45015716552734,,
"GRC","Greece","RESCOM","Residential & commercial","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"GRC","Greece","RESCOM","Residential & commercial","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",6.5435791015625,,
"GRC","Greece","RESCOM","Residential & commercial","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",71.1687850952148,,
"GRC","Greece","ELEC","Electricity","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",2.03950500488281,,
"GRC","Greece","ELEC","Electricity","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0.0274810791015625,,
"GRC","Greece","ELEC","Electricity","120","Above EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0,,
"HUN","Hungary","ALL","All sectors","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",38.9865989685059,,
"HUN","Hungary","ALL","All sectors","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",42.8008613586426,,
"HUN","Hungary","ALL","All sectors","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",53.9955596923828,,
"HUN","Hungary","ROAD","Road","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",99.9743194580078,,
"HUN","Hungary","ROAD","Road","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",100,,
"HUN","Hungary","ROAD","Road","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",100,,
"HUN","Hungary","OFFROAD","Off-road","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",11.0957326889038,,
"HUN","Hungary","OFFROAD","Off-road","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",11.4954652786255,,
"HUN","Hungary","OFFROAD","Off-road","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",25.3235034942627,,
"HUN","Hungary","INDUSTRY","Industry","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",25.6720485687256,,
"HUN","Hungary","INDUSTRY","Industry","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",26.0951995849609,,
"HUN","Hungary","INDUSTRY","Industry","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",41.3569450378418,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",72.9299774169922,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",72.0908203125,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",89.5706558227539,,
"HUN","Hungary","RESCOM","Residential & commercial","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",6.50413608551025,,
"HUN","Hungary","RESCOM","Residential & commercial","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",7.6381025314331,,
"HUN","Hungary","RESCOM","Residential & commercial","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",8.99435234069824,,
"HUN","Hungary","ELEC","Electricity","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",25.6890659332275,,
"HUN","Hungary","ELEC","Electricity","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",26.7880668640137,,
"HUN","Hungary","ELEC","Electricity","30B","EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",52.7343864440918,,
"HUN","Hungary","ALL","All sectors","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",31.3564891815186,,
"HUN","Hungary","ALL","All sectors","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",35.1336135864258,,
"HUN","Hungary","ALL","All sectors","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",41.9319915771484,,
"HUN","Hungary","ROAD","Road","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",99.9743194580078,,
"HUN","Hungary","ROAD","Road","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",100,,
"HUN","Hungary","ROAD","Road","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",100,,
"HUN","Hungary","OFFROAD","Off-road","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",5.54786920547485,,
"HUN","Hungary","OFFROAD","Off-road","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",5.74773550033569,,
"HUN","Hungary","OFFROAD","Off-road","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",12.6617546081543,,
"HUN","Hungary","INDUSTRY","Industry","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",14.3408184051514,,
"HUN","Hungary","INDUSTRY","Industry","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",14.9350881576538,,
"HUN","Hungary","INDUSTRY","Industry","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",23.0414981842041,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",36.5732307434082,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",36.16259765625,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",54.9602851867676,,
"HUN","Hungary","RESCOM","Residential & commercial","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",3.3961296081543,,
"HUN","Hungary","RESCOM","Residential & commercial","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",4.15329360961914,,
"HUN","Hungary","RESCOM","Residential & commercial","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",4.88604927062988,,
"HUN","Hungary","ELEC","Electricity","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",12.8445329666138,,
"HUN","Hungary","ELEC","Electricity","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",13.3940334320068,,
"HUN","Hungary","ELEC","Electricity","60B","EUR 60 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",26.3671932220459,,
"HUN","Hungary","ALL","All sectors","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",27.4464073181152,,
"HUN","Hungary","ALL","All sectors","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",31.2889213562012,,
"HUN","Hungary","ALL","All sectors","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",35.5927047729492,,
"HUN","Hungary","ROAD","Road","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",99.6857070922852,,
"HUN","Hungary","ROAD","Road","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",99.9586791992188,,
"HUN","Hungary","ROAD","Road","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",99.8538513183594,,
"HUN","Hungary","OFFROAD","Off-road","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",2.77393460273743,,
"HUN","Hungary","OFFROAD","Off-road","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",2.87386775016785,,
"HUN","Hungary","OFFROAD","Off-road","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",6.33087730407715,,
"HUN","Hungary","INDUSTRY","Industry","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",8.62154960632324,,
"HUN","Hungary","INDUSTRY","Industry","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",9.35421562194824,,
"HUN","Hungary","INDUSTRY","Industry","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",13.8837814331055,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",18.2866153717041,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",18.1984786987305,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",28.8956699371338,,
"HUN","Hungary","RESCOM","Residential & commercial","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",1.78787112236023,,
"HUN","Hungary","RESCOM","Residential & commercial","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",2.410888671875,,
"HUN","Hungary","RESCOM","Residential & commercial","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",2.83190011978149,,
"HUN","Hungary","ELEC","Electricity","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",6.42226314544678,,
"HUN","Hungary","ELEC","Electricity","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",6.69701671600342,,
"HUN","Hungary","ELEC","Electricity","120B","EUR 120 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",13.1835994720459,,
"HUN","Hungary","ALL","All sectors","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",78.4553623199463,,
"HUN","Hungary","ALL","All sectors","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",78.7627391815186,,
"HUN","Hungary","ALL","All sectors","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",78.5178413391113,,
"HUN","Hungary","ROAD","Road","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.9743275716901,,
"HUN","Hungary","ROAD","Road","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"HUN","Hungary","ROAD","Road","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"HUN","Hungary","OFFROAD","Off-road","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",42.8880577087402,,
"HUN","Hungary","OFFROAD","Off-road","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",45.4088439941406,,
"HUN","Hungary","OFFROAD","Off-road","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",48.0208549499512,,
"HUN","Hungary","INDUSTRY","Industry","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",81.6364707946777,,
"HUN","Hungary","INDUSTRY","Industry","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",78.9010410308838,,
"HUN","Hungary","INDUSTRY","Industry","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",81.1167259216309,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.6701668202877,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",99.3494330048561,,
"HUN","Hungary","RESCOM","Residential & commercial","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",31.4193725585938,,
"HUN","Hungary","RESCOM","Residential & commercial","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",33.6595077514648,,
"HUN","Hungary","RESCOM","Residential & commercial","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",27.396858215332,,
"HUN","Hungary","ELEC","Electricity","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.2952710986137,,
"HUN","Hungary","ELEC","Electricity","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"HUN","Hungary","ELEC","Electricity","0","Above EUR 0 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"HUN","Hungary","ALL","All sectors","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",77.5650997161865,,
"HUN","Hungary","ALL","All sectors","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",76.7249050140381,,
"HUN","Hungary","ALL","All sectors","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",78.434663772583,,
"HUN","Hungary","ROAD","Road","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.9743275716901,,
"HUN","Hungary","ROAD","Road","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"HUN","Hungary","ROAD","Road","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"HUN","Hungary","OFFROAD","Off-road","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",42.8880577087402,,
"HUN","Hungary","OFFROAD","Off-road","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",45.4088439941406,,
"HUN","Hungary","OFFROAD","Off-road","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",48.0208549499512,,
"HUN","Hungary","INDUSTRY","Industry","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",78.2916526794434,,
"HUN","Hungary","INDUSTRY","Industry","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",72.1469211578369,,
"HUN","Hungary","INDUSTRY","Industry","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",80.8832263946533,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.475311934948,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",99.8662227243185,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",99.1928579211235,,
"HUN","Hungary","RESCOM","Residential & commercial","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",31.3869018554688,,
"HUN","Hungary","RESCOM","Residential & commercial","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",33.5234832763672,,
"HUN","Hungary","RESCOM","Residential & commercial","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",27.3740234375,,
"HUN","Hungary","ELEC","Electricity","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.2952710986137,,
"HUN","Hungary","ELEC","Electricity","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"HUN","Hungary","ELEC","Electricity","5","Above EUR 5 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"HUN","Hungary","ALL","All sectors","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",23.7514266967773,,
"HUN","Hungary","ALL","All sectors","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",27.4663696289062,,
"HUN","Hungary","ALL","All sectors","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",29.8684234619141,,
"HUN","Hungary","ROAD","Road","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",99.9743275716901,,
"HUN","Hungary","ROAD","Road","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"HUN","Hungary","ROAD","Road","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"HUN","Hungary","OFFROAD","Off-road","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"HUN","Hungary","OFFROAD","Off-road","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"HUN","Hungary","OFFROAD","Off-road","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0,,
"HUN","Hungary","INDUSTRY","Industry","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",3.0340576171875,,
"HUN","Hungary","INDUSTRY","Industry","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",3.77497863769531,,
"HUN","Hungary","INDUSTRY","Industry","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",4.72605895996094,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0.351760864257812,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0.234367370605469,,
"HUN","Hungary","AGRIFISH","Agriculture & fisheries","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",20.3499145507812,,
"HUN","Hungary","RESCOM","Residential & commercial","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0.355781555175781,,
"HUN","Hungary","RESCOM","Residential & commercial","30","Above EUR 30 per tonne of CO2","EX","Excluding emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0.668487548828125,,
